"Sample","Bee_spp","Site","Date","Plant_spp_morpho","Count","Observation"
46,"mixtus","Frogs.Pond","2015-06-12","MERTENSIA",624,"Microscopy"
45,"mixtus","Frogs.Pond","2015-06-12","Populus alba",23,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Lupinus argenteus",14,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Hydrophyllum fendleri",9,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Mertensia ciliata",8,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Erigeron grandiflorus",7,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Odontostemma leucasterium",7,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Odontostemma leucasterium",7,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Symphyotrichum foliaceum",3,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Taraxacum officinale",3,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Mertensia fusiformis",3,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Agastache pallidiflora",3,"Molecular"
45,"mixtus","Frogs.Pond","2015-06-12","Heterotheca villosa",3,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Populus alba",697843,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Mertensia fusiformis",50588,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Mertensia ciliata",19883,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Lupinus argenteus",16336,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Hydrophyllum canadense",12924,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Hydrophyllum fendleri",8129,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Erigeron grandiflorus",4293,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Cynoglossum pringlei",3826,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Cynoglossum pringlei",3826,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Cynoglossum anchusoides",2699,"Molecular"
46,"mixtus","Frogs.Pond","2015-06-12","Cynoglossum anchusoides",2699,"Molecular"
NA,"mixtus","Stormy.Pass","2015-06-18","Hydrophyllum fendleri",1,"Field"
NA,"mixtus","Stormy.Pass","2015-06-21","Hydrophyllum fendleri",2,"Field"
47,"mixtus","Stormy.Pass","2015-06-21","MERTENSIA",17420,"Microscopy"
47,"mixtus","Stormy.Pass","2015-06-21","C",95,"Microscopy"
47,"mixtus","Stormy.Pass","2015-06-21","UNKNOWN",2,"Microscopy"
47,"mixtus","Stormy.Pass","2015-06-21","CONIFER",1,"Microscopy"
47,"mixtus","Stormy.Pass","2015-06-21","ERICACEAE",1,"Microscopy"
NA,"mixtus","Stormy.Pass","2015-06-30","Hydrophyllum fendleri",1,"Field"
52,"nevadensis","Avery.Wash","2015-06-12","B",1641,"Microscopy"
52,"nevadensis","Avery.Wash","2015-06-12","C",336,"Microscopy"
52,"nevadensis","Avery.Wash","2015-06-12","D",1,"Microscopy"
52,"nevadensis","Avery.Wash","2015-06-12","MERTENSIA",11,"Microscopy"
52,"nevadensis","Avery.Wash","2015-06-12","UNKNOWN",26,"Microscopy"
52,"nevadensis","Avery.Wash","2015-06-12","Lupinus argenteus",45605,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Lupinus sericeus",27384,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Mertensia ciliata",10263,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Arenaria globiflora",3315,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Delphinium barbeyi",2890,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Scabrethia scabra",2815,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Scabrethia scabra",2815,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Mertensia fusiformis",2674,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Delphinium nuttallianum",2632,"Molecular"
52,"nevadensis","Avery.Wash","2015-06-12","Erigeron grandiflorus",2504,"Molecular"
NA,"nevadensis","Avery.Wash","2015-06-26","Hydrophyllum fendleri",1,"Field"
NA,"nevadensis","Copper.Creek","2015-06-15","Delphinium nuttallianum",2,"Field"
51,"nevadensis","Copper.Creek","2015-06-15","C",1477,"Microscopy"
51,"nevadensis","Copper.Creek","2015-06-15","UNKNOWN",1,"Microscopy"
51,"nevadensis","Copper.Creek","2015-06-15","B",27,"Microscopy"
51,"nevadensis","Copper.Creek","2015-06-15","Delphinium barbeyi",25209,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Delphinium nuttallianum",11957,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Delphinium gracile",5578,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Viola odorata",3341,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Lithophragma parviflorum",556,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Trollius europaeus",453,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Caltha palustris",413,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Helianthella quinquenervis",309,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Dasiphora fruticosa",282,"Molecular"
51,"nevadensis","Copper.Creek","2015-06-15","Aquilegia ecalcarata",238,"Molecular"
NA,"nevadensis","Copper.Creek","2015-07-14","Delphinium barbeyi",4,"Field"
48,"nevadensis","Copper.Creek","2015-07-14","C",880,"Microscopy"
48,"nevadensis","Copper.Creek","2015-07-14","UNKNOWN",1,"Microscopy"
NA,"nevadensis","Copper.Creek","2015-07-23","Delphinium barbeyi",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-15","Frasera speciosa",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-18","Frasera speciosa",2,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-22","Frasera speciosa",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-28","Frasera speciosa",2,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-28","Lupinus sericeus",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-29","Frasera speciosa",3,"Field"
NA,"nevadensis","Frogs.Pond","2015-06-29","Lathyrus lanszwertii",1,"Field"
NA,"nevadensis","Frogs.Pond","2015-07-09","Delphinium barbeyi",1,"Field"
49,"nevadensis","Frogs.Pond","2015-07-09","C",1325,"Microscopy"
49,"nevadensis","Frogs.Pond","2015-07-09","UNKNOWN",5,"Microscopy"
49,"nevadensis","Frogs.Pond","2015-07-09","MERTENSIA",5,"Microscopy"
49,"nevadensis","Frogs.Pond","2015-07-09","A",1,"Microscopy"
49,"nevadensis","Frogs.Pond","2015-07-09","APIACEAE",1,"Microscopy"
49,"nevadensis","Frogs.Pond","2015-07-09","Delphinium barbeyi",29330,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Delphinium nuttallianum",9025,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Delphinium gracile",4484,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Viola odorata",3948,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Lithophragma parviflorum",452,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Arenaria globiflora",432,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Trollius europaeus",384,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Vicia americana",364,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Caltha palustris",278,"Molecular"
49,"nevadensis","Frogs.Pond","2015-07-09","Aquilegia ecalcarata",194,"Molecular"
NA,"nevadensis","Frogs.Pond","2015-07-15","Delphinium barbeyi",1,"Field"
50,"nevadensis","Frogs.Pond","2015-07-15","C",615,"Microscopy"
50,"nevadensis","Frogs.Pond","2015-07-15","A",263,"Microscopy"
50,"nevadensis","Frogs.Pond","2015-07-15","B",17,"Microscopy"
50,"nevadensis","Frogs.Pond","2015-07-15","UNKNOWN",1,"Microscopy"
50,"nevadensis","Frogs.Pond","2015-07-15","ASTERACEAE_1",1,"Microscopy"
NA,"nevadensis","Gothic.Spires","2015-06-17","Delphinium nuttallianum",1,"Field"
NA,"nevadensis","Gothic.Spires","2015-07-07","Mertensia ciliata",2,"Field"
NA,"nevadensis","Rosy.Hills","2015-06-18","Delphinium nuttallianum",1,"Field"
NA,"nevadensis","Rosy.Hills","2015-06-20","Hydrophyllum fendleri",1,"Field"
NA,"nevadensis","Rosy.Hills","2015-06-23","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Avery.Wash","2015-07-02","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Avery.Wash","2015-07-10","Hymenoxys hoopesii",1,"Field"
NA,"rufocinctus","Copper.Creek","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Copper.Creek","2015-06-08","Hydrophyllum capitatum",1,"Field"
NA,"rufocinctus","Copper.Creek","2015-06-22","Frasera speciosa",1,"Field"
NA,"rufocinctus","Copper.Creek","2015-06-22","Lupinus sericeus",2,"Field"
NA,"rufocinctus","Copper.Creek","2015-06-28","Lupinus sericeus",1,"Field"
NA,"rufocinctus","Copper.Creek","2015-07-14","Helianthella quinquenervis",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-02","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-08","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-12","Frasera speciosa",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-12","Taraxacum officinale",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-15","Frasera speciosa",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-15","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-18","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-18","Lupinus sericeus",5,"Field"
53,"rufocinctus","Frogs.Pond","2015-06-18","B",760,"Microscopy"
53,"rufocinctus","Frogs.Pond","2015-06-18","C",7,"Microscopy"
53,"rufocinctus","Frogs.Pond","2015-06-18","MERTENSIA",1,"Microscopy"
53,"rufocinctus","Frogs.Pond","2015-06-18","ASTERACEAE_1",1,"Microscopy"
NA,"rufocinctus","Frogs.Pond","2015-06-22","Hydrophyllum fendleri",2,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-22","Lupinus sericeus",5,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-28","Lupinus sericeus",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-29","Frasera speciosa",6,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-29","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-06-29","Lupinus sericeus",3,"Field"
NA,"rufocinctus","Frogs.Pond","2015-07-09","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-07-15","Frasera speciosa",1,"Field"
NA,"rufocinctus","Frogs.Pond","2015-07-15","Helianthella quinquenervis",1,"Field"
NA,"rufocinctus","Gothic.Spires","2015-06-02","Taraxacum officinale",1,"Field"
NA,"rufocinctus","Gothic.Spires","2015-06-07","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Gothic.Spires","2015-06-17","Valeriana occidentalis",1,"Field"
NA,"rufocinctus","Gothic.Spires","2015-06-19","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-14","Hydrophyllum fendleri",2,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-18","Hydrophyllum fendleri",4,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-20","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-20","Lupinus sericeus",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-23","Frasera speciosa",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-23","Lupinus sericeus",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-06-28","Hydrophyllum fendleri",1,"Field"
NA,"rufocinctus","Rosy.Hills","2015-07-09","Helianthella quinquenervis",3,"Field"
NA,"rufocinctus","Stormy.Pass","2015-06-13","Mertensia fusiformis",1,"Field"
NA,"rufocinctus","Stormy.Pass","2015-06-25","Mertensia ciliata",2,"Field"
NA,"rufocinctus","Stormy.Pass","2015-06-30","Mertensia ciliata",1,"Field"
NA,"rufocinctus","Stormy.Pass","2015-07-13","Mertensia ciliata",1,"Field"
NA,"rufocinctus","Stormy.Pass","2015-07-16","Vicia americana",1,"Field"
NA,"rufocinctus","Stormy.Pass","2015-07-23","Hymenoxys hoopesii",1,"Field"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","C",220,"Microscopy"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","MERTENSIA",2756,"Microscopy"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","B",1180,"Microscopy"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","UNKNOWN",1,"Microscopy"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","CONIFER",1,"Microscopy"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","B",511,"Microscopy"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","C",225,"Microscopy"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","ASTERACEAE_1",1,"Microscopy"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","MERTENSIA",1,"Microscopy"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","UNKNOWN",1,"Microscopy"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Mertensia fusiformis",171249,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Lupinus argenteus",69708,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Mertensia ciliata",50459,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Delphinium barbeyi",38965,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Delphinium nuttallianum",23212,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Hydrophyllum canadense",19350,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Cynoglossum pringlei",15992,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Cynoglossum pringlei",15992,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Cynoglossum anchusoides",9915,"Molecular"
55,"rufocinctus.dark","Frogs.Pond","2015-06-18","Cynoglossum anchusoides",9915,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Hydrophyllum canadense",87597,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Lupinus argenteus",73459,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Lupinus sericeus",32940,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Hydrophyllum fendleri",21700,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Mertensia ciliata",2249,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Lathyrus lanszwertii",2179,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Symphyotrichum foliaceum",2024,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Erigeron grandiflorus",1934,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Nemophila menziesii",1522,"Molecular"
56,"rufocinctus.dark","Frogs.Pond","2015-06-18","Taraxacum officinale",1142,"Molecular"
57,"rufocinctus.dark","Frogs.Pond","2015-06-22","B",816,"Microscopy"
57,"rufocinctus.dark","Frogs.Pond","2015-06-22","C",128,"Microscopy"
57,"rufocinctus.dark","Frogs.Pond","2015-06-22","MERTENSIA",120,"Microscopy"
57,"rufocinctus.dark","Frogs.Pond","2015-06-22","ASTERACEAE_2",1,"Microscopy"
57,"rufocinctus.dark","Frogs.Pond","2015-06-22","UNKNOWN",2,"Microscopy"
58,"rufocinctus.dark","Frogs.Pond","2015-06-29","B",587,"Microscopy"
58,"rufocinctus.dark","Frogs.Pond","2015-06-29","C",152,"Microscopy"
58,"rufocinctus.dark","Frogs.Pond","2015-06-29","MERTENSIA",2,"Microscopy"
58,"rufocinctus.dark","Frogs.Pond","2015-06-29","UNKNOWN",1,"Microscopy"
59,"rufocinctus.dark","Rosy.Hills","2015-06-18","C",208,"Microscopy"
59,"rufocinctus.dark","Rosy.Hills","2015-06-18","ASTERACEAE_2",32,"Microscopy"
59,"rufocinctus.dark","Rosy.Hills","2015-06-18","MERTENSIA",178,"Microscopy"
61,"rufocinctus.orange","Frogs.Pond","2015-06-15","C",1931,"Microscopy"
61,"rufocinctus.orange","Frogs.Pond","2015-06-15","MERTENSIA",320,"Microscopy"
61,"rufocinctus.orange","Frogs.Pond","2015-06-15","B",7,"Microscopy"
61,"rufocinctus.orange","Frogs.Pond","2015-06-15","UNKNOWN",2,"Microscopy"
62,"rufocinctus.orange","Frogs.Pond","2015-06-18","C",1289,"Microscopy"
62,"rufocinctus.orange","Frogs.Pond","2015-06-18","B",119,"Microscopy"
62,"rufocinctus.orange","Frogs.Pond","2015-06-18","MERTENSIA",4,"Microscopy"
62,"rufocinctus.orange","Frogs.Pond","2015-06-18","UNKNOWN",3,"Microscopy"
62,"rufocinctus.orange","Frogs.Pond","2015-06-18","D",1,"Microscopy"
63,"rufocinctus.orange","Frogs.Pond","2015-06-22","B",671,"Microscopy"
63,"rufocinctus.orange","Frogs.Pond","2015-06-22","C",145,"Microscopy"
63,"rufocinctus.orange","Frogs.Pond","2015-06-22","UNKNOWN",2,"Microscopy"
63,"rufocinctus.orange","Frogs.Pond","2015-06-22","MERTENSIA",21,"Microscopy"
63,"rufocinctus.orange","Frogs.Pond","2015-06-22","ASTERACEAE_1",1,"Microscopy"
64,"rufocinctus.orange","Frogs.Pond","2015-06-24","B",462,"Microscopy"
64,"rufocinctus.orange","Frogs.Pond","2015-06-24","C",42,"Microscopy"
64,"rufocinctus.orange","Frogs.Pond","2015-06-24","UNKNOWN",1,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","B",939,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","C",1214,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","ASTERACEAE_1",28,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","MERTENSIA",2,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","UNKNOWN",9,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","D",1,"Microscopy"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Lupinus argenteus",66600,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Hydrophyllum canadense",52450,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Lupinus sericeus",33638,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Hydrophyllum fendleri",26463,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Mertensia ciliata",6834,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Aquilegia ecalcarata",2031,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Erigeron grandiflorus",1778,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Lathyrus lanszwertii",1517,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Viola odorata",1034,"Molecular"
60,"rufocinctus.orange","Frogs.Pond","2015-06-29","Hydrophyllum capitatum",888,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","MERTENSIA",10418,"Microscopy"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","C",199,"Microscopy"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","D",2,"Microscopy"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","CONIFER",1,"Microscopy"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Mertensia ciliata",45750,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Mertensia fusiformis",25958,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Hydrophyllum fendleri",10493,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Viola odorata",9929,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Lupinus argenteus",5251,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Erigeron grandiflorus",4136,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Cynoglossum amplifolium",3913,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Cynoglossum amplifolium",3913,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Populus alba",2929,"Molecular"
65,"rufocinctus.orange","Stormy.Pass","2015-06-25","Hydrophyllum canadense",1937,"Molecular"
NA,"sylvicola","Gothic.Spires","2015-06-26","Dodecatheon pulchellum",2,"Field"
66,"sylvicola","Gothic.Spires","2019-07-05","UNKNOWN",2426,"Microscopy"
66,"sylvicola","Gothic.Spires","2019-07-05","MERTENSIA",3440,"Microscopy"
66,"sylvicola","Gothic.Spires","2019-07-05","C",38,"Microscopy"
66,"sylvicola","Gothic.Spires","2019-07-05","ASTERACEAE_2",24,"Microscopy"
66,"sylvicola","Gothic.Spires","2019-07-05","PEDICULARIS",2,"Microscopy"
NA,"sylvicola","Rosy.Hills","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"sylvicola","Rosy.Hills","2015-06-14","Mertensia fusiformis",1,"Field"
NA,"unknown","Copper.Creek","2015-06-08","Viola praemorsa",1,"Field"
NA,"unknown","Copper.Creek","2015-06-15","Valeriana occidentalis",1,"Field"
NA,"unknown","Copper.Creek","2015-06-22","Lupinus sericeus",2,"Field"
NA,"unknown","Frogs.Pond","2015-06-15","Senecio integerrimus",1,"Field"
NA,"unknown","Frogs.Pond","2015-06-18","Hydrophyllum fendleri",1,"Field"
NA,"unknown","Gothic.Spires","2015-06-07","Taraxacum officinale",1,"Field"
NA,"unknown","Gothic.Spires","2015-06-17","Taraxacum officinale",2,"Field"
NA,"unknown","Gothic.Spires","2015-06-26","Taraxacum officinale",1,"Field"
NA,"unknown","Rosy.Hills","2015-06-18","Hydrophyllum fendleri",1,"Field"
NA,"unknown","Stormy.Pass","2015-06-18","Mertensia ciliata",1,"Field"
NA,"unknown","Stormy.Pass","2015-06-21","Mertensia ciliata",1,"Field"
NA,"unknown","Stormy.Pass","2015-06-30","Hydrophyllum fendleri",1,"Field"
